Kod_S,Kod_C,Kod_R,Nazwa,Wartosc,rok,firma
S020102,C0010,R0550,Margines ryzyka,132 152,2023,Generali
S020102,C0010,R0560,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń innych niż ubezpieczenia na życie),95 940,2023,Generali
S020102,C0010,R0570,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2023,Generali
S020102,C0010,R0580,Najlepsze oszacowanie,94 019,2023,Generali
S020102,C0010,R0590,Margines ryzyka,1 921,2023,Generali
S020102,C0010,R0600,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",544 069,2023,Generali
S020102,C0010,R0610,Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia zdrowotne (o charakterze ubezpieczeń na życie),0,2023,Generali
S020102,C0010,R0620,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2023,Generali
S020102,C0010,R0630,Najlepsze oszacowanie,0,2023,Generali
S020102,C0010,R0640,Margines ryzyka,0,2023,Generali
S020102,C0010,R0650,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia na życie (z wyłączeniem zdrowotnych oraz ubezpieczeń, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczeń z ubezpieczeniowym funduszem kapitałowym)",544 069,2023,Generali
S020102,C0010,R0660,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2023,Generali
S020102,C0010,R0670,Najlepsze oszacowanie,525 320,2023,Generali
S020102,C0010,R0680,Margines ryzyka,18 749,2023,Generali
S020102,C0010,R0690,"Rezerwy techniczno-ubezpieczeniowe – ubezpieczenia, w których (cid:286)wiadczenie jest ustalane w oparciu o okre(cid:286)lone indeksy lub inne warto(cid:286)ci bazowe, i ubezpieczenia z ubezpieczeniowym funduszem kapitałowym",0,2023,Generali
S020102,C0010,R0700,Rezerwy techniczno-ubezpieczeniowe obliczane łącznie,0,2023,Generali
S020102,C0010,R0710,Najlepsze oszacowanie,0,2023,Generali
S020102,C0010,R0720,Margines ryzyka,0,2023,Generali
S020102,C0010,R0740,Zobowiązania warunkowe,0,2023,Generali
S020102,C0010,R0750,Pozostałe rezerwy (inne niż rezerwy techniczno-ubezpieczeniowe),38 556,2023,Generali
S020102,C0010,R0760,Zobowiązania z tytułu (cid:286)wiadczeń emerytalnych dla pracowników,2 081,2023,Generali
S020102,C0010,R0770,Zobowiązania z tytułu depozytów zakładów reasekuracji,0,2023,Generali
S020102,C0010,R0780,Rezerwy z tytułu odroczonego podatku dochodowego,5 158,2023,Generali
S020102,C0010,R0790,Instrumenty pochodne,219,2023,Generali
S020102,C0010,R0800,Zobowiązania wobec instytucji kredytowych,0,2023,Generali
S020102,C0010,R0810,Zobowiązania finansowe inne niż zobowiązania wobec instytucji kredytowych,56 045,2023,Generali
S020102,C0010,R0820,Zobowiązania z tytułu ubezpieczeń i wobec po(cid:286)redników ubezpieczeniowych,287 993,2023,Generali
S020102,C0010,R0830,Zobowiązania z tytułu reasekuracji biernej,847 466,2023,Generali
S020102,C0010,R0840,"Pozostałe zobowiązania (handlowe, inne niż z tytułu działalno(cid:286)ci ubezpieczeniowej)",27 751,2023,Generali
S020102,C0010,R0850,Zobowiązania podporządkowane,102 454,2023,Generali
S020102,C0010,R0860,Zobowiązania podporządkowane nieuwzględnione w podstawowych (cid:286)rodkach własnych,2 561,2023,Generali
S020102,C0010,R0870,Zobowiązania podporządkowane uwzględnione w podstawowych (cid:286)rodkach własnych,99 892,2023,Generali
S020102,C0010,R0880,Pozostałe zobowiązania (niewykazane w innych pozycjach),53 591,2023,Generali
S020102,C0010,R0900,Zobowiązania ogółem,4 885 248,2023,Generali
S020102,C0010,R1000,Nadwyżka aktywów nad zobowiązaniami,1 034 910,2023,Generali
